SR.NO,Country,Active military,Reserve military,Paramilitary_x,Total_x,"Per 1,000 capita(active)","Per 1,000 capita(total)",Code,Type,Indicator Name,1960_x,1961_x,1962_x,1963_x,1964_x,1965_x,1966_x,1967_x,1968_x,1969_x,1970_x,1971_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960_y,1961_y,1962_y,1963_y,1964_y,1965_y,1966_y,1967_y,1968_y,1969_y,1970_y,1971_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019,2020,Total_y,country_code,Active Personnel,Aircraft Carriers,Armored Vehicles,Attack Helicopters,Available Manpower,Coastline Coverage,Corvettes,Dedicated Attack,Defense Budget,Destroyers,External Debt,Fighters/Interceptors,Fit-for-Service,Foreign Exchange/Gold,Frigates,Helicopter Carriers,Helicopters,Labor Force,Merchant Marine Fleet,Mine Warfare,Navy Ships,Oil Consumption,Oil Production,Oil Proven Reserves,Paramilitary_y,Patrol Vessels,Ports / Trade Terminals,Purchasing Power Parity,Railway Coverage,Reaching Mil Age Annually,Reserve Personnel,Roadway Coverage,Rocket Projectors,Self-Propelled Artillery,Shared Borders,Special-Mission,Square Land Area,Submarines,Tanker Fleet,Tanks,Total Aircraft Strength,Total Population,Towed Artillery,Trainers,Transports,Waterways (usable)
157.0,Trinidad and Tobago,4050.0,0.0,0.0,4050.0,3.3,3.3,TTO,Country,Military expenditure (current USD),,,,,,,,,5087500.0,5262500.0,6200000.0,8620776.959,9121523.151,8944886.23,8584035.885,10703751.5,12613977.4,15364583.33,18312500.0,27218750.0,36927083.33,35166666.67,,,,,,,,,,,,22644876.75,24202817.59,,,,,,,13945440.72,19492116.74,33736557.0,75889150.48,97752858.93,115560463.1,124750514.8,139098455.7,138523710.2,143063064.8,146080695.2,168762442.5,211176025.9,188885941.7,202106905.5,216276660.0,202766994.3,169332467.8,,,,,,,,,,,,,,,,11.0,0.0,,,,,,11.0,2.0,,,,,,,22.0,6.0,,,,,,0.0,,,,,,,,,,,,,11.0,0.0,2.0,,,,,6.0,,,24.0,12.0,12.0,,,46.0,30.0,,,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,Tunisia,35800.0,0.0,12000.0,47800.0,3.1,4.2,TUN,Country,Military expenditure (current USD),15952380.95,18571428.57,14285714.29,15238095.24,17478991.6,12761904.76,13714285.71,15428571.43,17523809.52,16952380.95,22476190.48,24860541.92,31650677.14,38188218.1,46505447.78,75323106.3,83960118.94,121692505.0,148496651.6,160900650.0,194096119.6,228835732.4,328600426.3,383489474.3,249474468.8,215938722.3,206793454.6,194409783.5,232920340.8,234062029.6,247855881.5,260431030.7,289677115.2,276167134.9,297068854.7,342902458.4,397469509.2,358166577.8,365849374.7,357013395.4,332389762.7,335647906.8,345424236.7,407385561.1,444651416.7,468464580.0,497212664.0,490650558.8,578911487.3,564775933.7,571189045.7,715239597.1,681225950.6,759358881.2,908357287.6,979494041.9,987734705.2,858949581.3,844227367.1,,,,,,,,11.0,,13.0,44.0,6.0,,7.0,4.0,40.0,,5.0,17.0,23.0,44.0,0.0,4.0,26.0,14.0,15.0,10.0,73.0,14.0,122.0,103.0,56.0,59.0,103.0,116.0,321.0,,56.0,17.0,48.0,4.0,20.0,32.0,,35.0,56.0,68.0,39.0,18.0,11.0,,,44.0,1.0,,168.0,2.0,,3.0,,7.0,7.0,,38.0,45.0,8.0,35.0,90.0,181.0,15.0,15.0,2309.0,TUN,36000.0,0.0,954.0,0.0,5905668.0,1148.0,0.0,0.0,1177200000.0,0.0,35911000000.0,151.0,5078874.0,5594000000.0,0.0,0.0,102.0,4054000.0,71.0,0.0,40.0,102000.0,40000.0,425000000.0,10000.0,36.0,5.0,115000000000.0,2173.0,200793.0,0.0,20000.0,0.0,0.0,1495.0,0.0,163610.0,0.0,0.0,145.0,151.0,11811335.0,86.0,29.0,9.0,0.0
159.0,Turkey,425000.0,200000.0,156800.0,781800.0,5.2,9.6,TUR,Country,Military expenditure (current USD),468810916.2,301330376.9,330376940.1,350000000.0,380897803.7,422676991.2,442035398.2,508407079.6,570685840.7,596792035.4,564858542.6,570873159.5,703957597.2,861625441.7,1136704698.0,2284986255.0,2534775215.0,2765773072.0,2727882976.0,3001142306.0,2671976286.0,2814869761.0,2754732303.0,2469375535.0,2190052307.0,2365977436.0,2769409588.0,2889593497.0,2663901290.0,3373741563.0,5315413395.0,5670666520.0,6157947273.0,7075086940.0,5293173966.0,6606245815.0,7512090796.0,7791986304.0,8781048158.0,9951788874.0,9993730197.0,7216051045.0,9050377182.0,10277901778.0,10920773882.0,12081156314.0,13363298981.0,15319161863.0,17127313222.0,16352301844.0,17939370512.0,17304881561.0,17958240406.0,18662574078.0,17772167745.0,15880927524.0,17853980850.0,17824007487.0,18967113031.0,117.0,136.0,337.0,171.0,172.0,445.0,300.0,608.0,602.0,916.0,593.0,312.0,266.0,582.0,835.0,412.0,335.0,593.0,426.0,644.0,396.0,941.0,1095.0,789.0,1279.0,639.0,365.0,298.0,989.0,919.0,488.0,732.0,483.0,478.0,560.0,690.0,484.0,1439.0,1638.0,1029.0,1251.0,1290.0,1890.0,2337.0,1901.0,1574.0,1494.0,1521.0,2636.0,1736.0,1181.0,509.0,900.0,330.0,257.0,1095.0,531.0,692.0,640.0,732.0,485.0,780.0,1503.0,793.0,1524.0,438.0,328.0,428.0,488.0,760.0,94.0,56649.0,TUR,425000.0,0.0,13270.0,107.0,42148498.0,7200.0,10.0,0.0,9690000000.0,0.0,438677000000.0,1057.0,35384942.0,107700000000.0,16.0,0.0,474.0,25677000.0,1217.0,11.0,156.0,989900.0,55000.0,341600000.0,150000.0,35.0,10.0,2400000000000.0,12710.0,1402201.0,200000.0,67333.0,407.0,956.0,2816.0,20.0,783562.0,12.0,7.0,3022.0,1057.0,82482383.0,1189.0,270.0,81.0,1200.0
160.0,Turkmenistan,36500.0,0.0,5000.0,41500.0,6.7,7.7,TKM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79583333.33,135612612.6,48549386.5,106190591.1,87510040.16,111923076.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,21.0,,,,7.0,36.0,27.0,235.0,109.0,71.0,72.0,172.0,431.0,97.0,,,,1295.0,TKM,30000.0,0.0,2050.0,10.0,2689506.0,1768.0,0.0,27.0,407070000.0,0.0,539400000.0,82.0,2181737.0,24910000000.0,0.0,0.0,26.0,2305000.0,73.0,0.0,30.0,160000.0,245000.0,600000000.0,5000.0,25.0,1.0,90000000000.0,5113.0,106018.0,0.0,58592.0,160.0,73.0,4158.0,0.0,488100.0,0.0,0.0,680.0,82.0,5579889.0,457.0,0.0,5.0,1300.0
,Turks and Caicos Islands,,,,,,,TCA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuvalu,,,,,,,TUV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,69.0,24.0,26.0,88.0,100.0,152.0,272.0,288.0,201.0,18.0,203.0,430.0,162.0,164.0,312.0,145.0,138.0,199.0,42.0,666.0,563.0,238.0,201.0,580.0,568.0,421.0,480.0,687.0,756.0,437.0,246.0,186.0,222.0,687.0,1221.0,2184.0,2038.0,933.0,758.0,602.0,644.0,1235.0,1154.0,2306.0,768.0,1224.0,956.0,853.0,1151.0,800.0,534.0,29354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UIC (Somalia)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UNITA (Angola)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,Uganda,45000.0,10000.0,1400.0,56400.0,1.1,1.4,UGA,Country,Military expenditure (current USD),,,727985.4403,2729945.401,5487890.242,10737785.24,14265714.69,16841663.17,19942601.15,22861542.77,26627467.45,52687946.24,64944701.11,64872640.27,80157512.31,86567896.18,101074621.0,131916696.9,151699852.8,206806783.0,398813536.5,108146878.4,87488449.89,93723596.47,75215039.12,104818309.0,131071428.6,130971749.2,140904123.0,139821239.7,107006214.2,73561599.98,52331345.97,62636650.43,104127847.9,127002622.5,135393564.5,139615977.7,154712531.5,159704570.3,141303025.9,136157342.5,142191594.1,152379921.8,196015853.7,216667041.1,218533948.5,252119246.4,311856269.3,293527670.7,608685868.6,607135070.9,351838247.0,300075573.4,325662842.0,306140404.6,318551679.3,346762883.8,408367566.7,,,,,,,,,,,,,,,3.0,1.0,16.0,4.0,27.0,16.0,3.0,3.0,20.0,17.0,46.0,123.0,34.0,5.0,,,,,14.0,,,10.0,,31.0,1.0,20.0,,,,,,32.0,,,55.0,39.0,6.0,,33.0,,36.0,10.0,5.0,0.0,14.0,25.0,37.0,469.0,216.0,20.0,2.0,6.0,1.0,22.0,10.0,36.0,66.0,1531.0,UGA,47000.0,0.0,1056.0,5.0,15202129.0,0.0,0.0,0.0,934250000.0,0.0,13850000000.0,49.0,8987141.0,3654000000.0,0.0,0.0,25.0,15840000.0,0.0,0.0,8.0,32000.0,0.0,2500000000.0,1500.0,0.0,3.0,95000000000.0,1244.0,894243.0,10000.0,20544.0,26.0,6.0,2729.0,0.0,241038.0,0.0,0.0,237.0,49.0,44712143.0,35.0,12.0,2.0,0.0
162.0,Ukraine,209000.0,900000.0,102000.0,1211000.0,4.8,27.6,UKR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152233866.5,919044682.1,1046793431.0,1464905136.0,2068583952.0,1405161785.0,941788284.1,1136716646.0,1088575173.0,1176355738.0,1427984751.0,1685034159.0,2405492582.0,2986475248.0,4096039604.0,4811019855.0,3452467130.0,3729503859.0,3684691424.0,4136888486.0,4386463155.0,4033331370.0,3616896001.0,3423286811.0,3647565178.0,4750219044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,5.0,4.0,70.0,23.0,18.0,143.0,UKR,200000.0,0.0,12303.0,34.0,22310276.0,2782.0,1.0,29.0,11870000000.0,0.0,117410000000.0,318.0,15617193.0,18810000000.0,1.0,0.0,112.0,17990000.0,409.0,1.0,38.0,233000.0,32000.0,395000000.0,50000.0,13.0,6.0,515000000000.0,21733.0,481202.0,250000.0,169694.0,490.0,1067.0,5618.0,5.0,603550.0,0.0,0.0,2596.0,318.0,43745640.0,2040.0,71.0,32.0,2150.0
,Ukraine Rebels*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,United Arab Emirates,63000.0,0.0,0.0,63000.0,6.5,6.5,ARE,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335766741.0,4010347175.0,4233083730.0,5875833901.0,5797957794.0,5354118448.0,5834717495.0,6816882233.0,6604220558.0,7165418652.0,8460993873.0,11571681416.0,13836351259.0,17504697073.0,19181756297.0,19024098026.0,23561061947.0,22755071477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UAE,65000.0,0.0,9255.0,30.0,5716835.0,1318.0,9.0,20.0,25266000000.0,0.0,237600000000.0,554.0,4859310.0,95370000000.0,0.0,0.0,223.0,5344000.0,623.0,2.0,79.0,896000.0,3215000.0,97800000000.0,12000.0,38.0,8.0,660000000000.0,0.0,78853.0,0.0,4080.0,149.0,183.0,1066.0,23.0,83600.0,0.0,3.0,354.0,554.0,9856612.0,76.0,146.0,39.0,0.0
164.0,United Kingdom,196453.0,78600.0,0.0,275053.0,3.0,4.2,GBR,Country,Military expenditure (current USD),4587798165.0,4747398101.0,5005697998.0,5196797921.0,5508997796.0,5791097684.0,5984997606.0,6200583812.0,5563195549.0,5544595564.0,6074395140.0,6723936533.0,7860461050.0,8448664898.0,9346449845.0,11543753775.0,10766652890.0,11583506608.0,14217505105.0,18373780394.0,25363413472.0,24100707136.0,24785700685.0,23631058396.0,22732895544.0,23281158966.0,27216844988.0,31231666522.0,34304125087.0,33498698405.0,38943795645.0,42074283749.0,40774938835.0,34085881363.0,34493524143.0,34247823782.0,34490949485.0,35674878363.0,36866288852.0,36453353008.0,35254814799.0,35331927360.0,39659529123.0,46942962291.0,53970302831.0,55151564188.0,57482975674.0,65986089657.0,65619450480.0,57914627858.0,58082848795.0,60270435687.0,58495656721.0,56861759588.0,59182858554.0,53862185493.0,48118943518.0,46433303401.0,49997192521.0,105.0,246.0,532.0,1610.0,537.0,322.0,141.0,93.0,554.0,543.0,26.0,34.0,38.0,139.0,118.0,152.0,216.0,1422.0,2288.0,2570.0,60.0,171.0,217.0,234.0,319.0,337.0,251.0,256.0,179.0,219.0,544.0,800.0,757.0,286.0,633.0,355.0,273.0,207.0,278.0,205.0,117.0,936.0,1132.0,784.0,413.0,492.0,568.0,496.0,741.0,124.0,867.0,1273.0,720.0,775.0,218.0,32.0,328.0,796.0,496.0,375.0,492.0,366.0,583.0,505.0,211.0,397.0,259.0,1002.0,519.0,342.0,639.0,35262.0,UKD,194000.0,2.0,5015.0,24.0,30857260.0,12429.0,0.0,23.0,68000000000.0,6.0,8721590000000.0,693.0,24685808.0,150800000000.0,12.0,0.0,235.0,35412000.0,1249.0,11.0,75.0,1584000.0,1000000.0,2069000000.0,0.0,26.0,16.0,2797980000000.0,16837.0,737891.0,37000.0,394428.0,44.0,89.0,443.0,20.0,243610.0,10.0,9.0,227.0,693.0,67081000.0,126.0,247.0,40.0,3200.0
,United Nations**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,14.0,55.0,11.0,,,1.0,7.0,31.0,,,,2.0,1.0,2.0,1.0,0.0,,,,,5.0,25.0,3.0,9.0,,,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,United States,1328000.0,744950.0,0.0,2072950.0,4.0,6.3,USA,Country,Military expenditure (current USD),45380000000.0,47808000000.0,52381000000.0,52295000000.0,51213000000.0,51827000000.0,63572000000.0,75448000000.0,80732000000.0,81443000000.0,79846000000.0,74862000000.0,77639000000.0,78358000000.0,85906000000.0,88400000000.0,91013000000.0,101000000000.0,109000000000.0,122000000000.0,138000000000.0,170000000000.0,214000000000.0,214000000000.0,231000000000.0,258000000000.0,281000000000.0,288000000000.0,293000000000.0,304000000000.0,306000000000.0,280000000000.0,305000000000.0,298000000000.0,288000000000.0,279000000000.0,271000000000.0,276000000000.0,274000000000.0,281000000000.0,302000000000.0,313000000000.0,357000000000.0,415000000000.0,465000000000.0,503000000000.0,528000000000.0,557000000000.0,621000000000.0,669000000000.0,698000000000.0,711000000000.0,685000000000.0,640000000000.0,610000000000.0,596000000000.0,600000000000.0,606000000000.0,649000000000.0,352.0,695.0,875.0,1315.0,1896.0,1892.0,2071.0,1371.0,701.0,645.0,221.0,238.0,264.0,323.0,326.0,190.0,109.0,84.0,70.0,70.0,43.0,587.0,779.0,664.0,592.0,393.0,499.0,384.0,369.0,253.0,380.0,531.0,248.0,463.0,381.0,655.0,420.0,1992.0,1787.0,1784.0,367.0,520.0,535.0,963.0,950.0,757.0,557.0,582.0,266.0,222.0,336.0,499.0,511.0,610.0,578.0,537.0,646.0,832.0,973.0,977.0,1091.0,1012.0,1216.0,791.0,590.0,519.0,457.0,522.0,378.0,844.0,747.0,47296.0,USA,1390000.0,11.0,45193.0,910.0,147399295.0,19924.0,22.0,783.0,770000000000.0,92.0,20275951000000.0,13247.0,122274415.0,123300000000.0,0.0,9.0,5463.0,146128000.0,3627.0,8.0,484.0,19960000.0,11000000.0,35000000000.0,0.0,10.0,35.0,19846720000000.0,293564.0,4354979.0,442000.0,6586610.0,1366.0,1498.0,12048.0,774.0,9826675.0,68.0,627.0,6612.0,13247.0,334998398.0,1339.0,2661.0,982.0,41009.0
,United Wa State (Myanmar)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unknown rebel group*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unknown recipient(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,18.0,38.0,67.0,76.0,76.0,58.0,58.0,58.0,58.0,18.0,10.0,10.0,5.0,5.0,,,,,,30.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,41.0,,11.0,11.0,18.0,4.0,8.0,3.0,,4.0,,,2.0,,0.0,0.0,,,,12.0,,8.0,6.0,,29.0,30.0,13.0,32.0,17.0,31.0,48.0,27.0,1644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Upper middle income,,,,,,,UMC,Regions Clubbed Economically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59187962197.0,59496545836.0,59037581006.0,64283415572.0,58406593726.0,66401150324.0,75366487391.0,82847479241.0,88525909768.0,80844624854.0,80253499910.0,88178342019.0,95694459680.0,93081477151.0,102000000000.0,119000000000.0,143000000000.0,170000000000.0,209000000000.0,260000000000.0,273000000000.0,306000000000.0,352000000000.0,391000000000.0,426000000000.0,435000000000.0,413000000000.0,411000000000.0,432000000000.0,449000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,Uruguay,21000.0,0.0,1400.0,22400.0,6.2,6.6,URY,Country,Military expenditure (current USD),,,,,,,,,,,,,51429281.91,112465598.2,187557473.6,156541418.6,133232399.7,160545078.5,185943655.8,279396248.9,477266464.6,709699535.8,599135224.1,274611790.9,221851277.3,203645853.9,242349802.6,223924938.6,259967029.9,297821236.4,328351062.0,268628014.6,366965197.8,418919639.0,450443306.0,523862025.5,575652014.7,575206289.5,573248407.6,574285890.7,555968792.4,523008311.4,344263066.3,269526777.2,279301971.5,347323784.9,392798690.7,416045332.5,567703932.8,577056008.5,755659469.7,824833542.2,924640335.6,1045084368.0,1034500559.0,969906845.5,988223629.6,1165710349.0,1168130814.0,68.0,3.0,39.0,3.0,1.0,2.0,22.0,12.0,9.0,,17.0,0.0,100.0,0.0,2.0,8.0,6.0,,10.0,12.0,10.0,16.0,24.0,6.0,5.0,3.0,53.0,2.0,8.0,9.0,21.0,100.0,15.0,17.0,,12.0,,,16.0,41.0,41.0,63.0,26.0,18.0,11.0,12.0,4.0,19.0,27.0,8.0,4.0,,13.0,,,20.0,8.0,3.0,78.0,29.0,20.0,,,3.0,9.0,8.0,,,10.0,,25.0,1130.0,URU,22000.0,0.0,474.0,0.0,1563190.0,660.0,0.0,7.0,1072600000.0,0.0,43705000000.0,50.0,1311720.0,15960000000.0,1.0,0.0,11.0,1748000.0,61.0,2.0,18.0,53000.0,0.0,0.0,1500.0,3.0,1.0,75060000000.0,1673.0,54372.0,0.0,77732.0,0.0,6.0,1591.0,5.0,176215.0,0.0,0.0,79.0,50.0,3398239.0,64.0,17.0,8.0,1600.0
167.0,Uzbekistan,48000.0,0.0,20000.0,68000.0,1.6,2.3,UZB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86929824.56,112678421.5,172211545.7,217747190.7,,250071736.0,115375384.6,59760610.47,45914432.99,54133695.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,,,,,,,,30.0,,,,17.0,100.0,56.0,8.0,116.0,76.0,46.0,465.0,UZB,55000.0,0.0,1215.0,33.0,16038254.0,420.0,0.0,20.0,692520000.0,0.0,16900000000.0,200.0,13478302.0,16000000000.0,0.0,0.0,96.0,13273000.0,0.0,0.0,0.0,60000.0,41000.0,594000000.0,10000.0,0.0,1.0,239420000000.0,4642.0,616856.0,0.0,86496.0,98.0,137.0,6893.0,0.0,447400.0,0.0,0.0,420.0,200.0,30842796.0,60.0,7.0,18.0,1100.0
,Vanuatu,,,,,,,VUT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,Venezuela,123000.0,8000.0,220000.0,351000.0,3.9,11.1,VEN,Country,Military expenditure (current USD),234357740.4,114632682.9,203900682.8,245397307.8,200459770.1,227272727.3,238636363.6,270454545.5,272727272.7,263636363.6,272727272.7,352272727.3,404651162.8,420930232.6,602325581.4,711627907.0,593023255.8,748837209.3,827906976.7,925581395.3,1002325581.0,1009302326.0,1523255814.0,2006976744.0,1325415047.0,820000000.0,1004536497.0,765517241.4,1096551724.0,1196251553.0,737870454.7,983721953.4,992932485.0,1287954761.0,939683231.4,1198810237.0,733197556.0,1541033864.0,1450963992.0,1408064716.0,1788322080.0,1911400137.0,1071363969.0,987890177.7,1448715983.0,2665390597.0,3630088496.0,4351560317.0,5660456451.0,4055379599.0,3991194835.0,3577531587.0,5114847100.0,6199698500.0,1554727108.0,320539158.0,218154892.9,464821762.6,,63.0,,25.0,195.0,135.0,64.0,406.0,275.0,120.0,9.0,64.0,32.0,32.0,34.0,2.0,,69.0,216.0,20.0,8.0,15.0,130.0,164.0,394.0,251.0,228.0,176.0,220.0,59.0,14.0,368.0,917.0,701.0,240.0,229.0,515.0,92.0,77.0,101.0,120.0,190.0,320.0,73.0,38.0,1.0,5.0,35.0,37.0,8.0,85.0,106.0,103.0,50.0,15.0,9.0,21.0,377.0,775.0,739.0,358.0,208.0,596.0,687.0,993.0,181.0,125.0,95.0,,14.0,,79.0,13102.0,VEN,137500.0,0.0,2534.0,10.0,14534577.0,2800.0,0.0,0.0,1929600000.0,0.0,100300000000.0,256.0,11918353.0,9661000000.0,2.0,0.0,78.0,14210000.0,281.0,0.0,46.0,659000.0,1500000.0,302300000000.0,1600000.0,31.0,5.0,265000000000.0,447.0,581383.0,30000.0,96189.0,54.0,60.0,5267.0,3.0,912050.0,2.0,1.0,300.0,256.0,29069153.0,104.0,80.0,50.0,7100.0
,Viet Cong (South Vietnam)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Viet Minh (France)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,19.0,9.0,54.0,26.0,59.0,103.0,95.0,47.0,107.0,248.0,639.0,1126.0,1089.0,1168.0,893.0,1199.0,1179.0,1312.0,1283.0,851.0,485.0,42.0,42.0,227.0,1249.0,1017.0,1077.0,529.0,913.0,554.0,28.0,78.0,50.0,65.0,128.0,116.0,,,,,281.0,212.0,110.0,220.0,163.0,7.0,95.0,58.0,22.0,294.0,221.0,42.0,8.0,183.0,60.0,150.0,1010.0,780.0,362.0,1212.0,855.0,909.0,783.0,604.0,160.0,32.0,26944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
